title,author,meter,line1,line2,line3,line4,line5,line6,line7,line8
春望,杜甫,5,国破山河在，,城春草木深。,感时花溅泪，,恨别鸟惊心。,烽火连三月，,家书抵万金。,白头搔更短，,浑欲不胜簪。
